10000,ABC,EUR,2017-2-26 2:46:00.0,9584
10001,GBP,EUR,2017-9-14 9:54:00.0,6859
10002,JPY,ABC,2017-4-22 4:18:00.0,2298
10003,EUR,AUD,2017-2-21 2:37:00.0,7519
10004,ABC,CAD,2017-10-23 10:11:00.0,3625
10005,USD,EUR,2017-8-22 8:38:00.0,826
10006,JPY,GBP,2017-4-5 4:29:00.0,4077
10007,GBP,USD,2017-1-4 1:8:00.0,8977
10008,USD,ABC,2017-4-2 4:10:00.0,8526
10009,USD,AUD,2017-4-17 4:37:00.0,7597
10010,AUD,EUR,2017-9-26 9:58:00.0,3127
10011,CAD,JPY,2017-11-8 11:16:00.0,2359
10012,GBP,ABC,2017-1-18 1:42:00.0,8383
10013,EUR,JPY,2017-6-16 6:8:00.0,9590
10014,AUD,ABC,2017-5-2 5:46:00.0,6555
10015,JPY,AUD,2017-0-17 0:57:00.0,3049
10016,AUD,ABC,2017-5-2 5:6:00.0,9371
10017,ABC,EUR,2017-2-14 2:30:00.0,3856
10018,XYZ,GBP,2017-11-1 11:9:00.0,6728
10019,ABC,AUD,2017-6-1 6:5:00.0,1947
10020,USD,GBP,2017-8-1 8:45:00.0,5473
10021,USD,CAD,2017-0-23 0:47:00.0,8259
10022,JPY,XYZ,2017-4-11 4:7:00.0,2051
10023,JPY,JPY,2017-4-24 4:56:00.0,2288
10024,ABC,CAD,2017-2-19 2:23:00.0,1001
10025,AUD,XYZ,2017-5-19 5:51:00.0,8732
10026,EUR,EUR,2017-2-6 2:14:00.0,5084
10027,ABC,XYZ,2017-6-19 6:43:00.0,9445
10028,AUD,ABC,2017-9-18 9:26:00.0,8643
10029,CAD,ABC,2017-3-26 3:14:00.0,8033
10030,JPY,EUR,2017-0-26 0:50:00.0,350
10031,EUR,JPY,2017-2-16 2:20:00.0,9654
10032,GBP,ABC,2017-1-22 1:46:00.0,9263
10033,XYZ,GBP,2017-11-21 11:21:00.0,3928
10034,GBP,USD,2017-9-24 9:16:00.0,6673
10035,ABC,ABC,2017-2-10 2:2:00.0,6748
10036,CAD,EUR,2017-11-10 11:18:00.0,4581
10037,EUR,XYZ,2017-6-3 6:39:00.0,2593
10038,GBP,JPY,2017-5-16 5:56:00.0,9141
10039,AUD,AUD,2017-1-21 1:45:00.0,10258
10040,EUR,USD,2017-10-12 10:32:00.0,10226
10041,XYZ,EUR,2017-7-18 7:50:00.0,7745
10042,GBP,AUD,2017-1-9 1:41:00.0,1446
10043,XYZ,AUD,2017-3-5 3:21:00.0,8004
10044,JPY,GBP,2017-4-25 4:9:00.0,7957
10045,EUR,CAD,2017-2-3 2:3:00.0,6829
10046,XYZ,ABC,2017-3-22 3:50:00.0,7949
10047,XYZ,ABC,2017-3-26 3:2:00.0,4397
10048,XYZ,AUD,2017-3-9 3:17:00.0,4196
10049,GBP,EUR,2017-9-26 9:46:00.0,2491
10050,JPY,ABC,2017-8-26 8:30:00.0,8514
10051,ABC,USD,2017-10-4 10:12:00.0,8574
10052,CAD,ABC,2017-11-6 11:22:00.0,1937
10053,JPY,CAD,2017-0-27 0:43:00.0,10263
10054,JPY,ABC,2017-4-6 4:34:00.0,2322
10055,JPY,AUD,2017-4-1 4:45:00.0,10281
10056,USD,GBP,2017-8-13 8:53:00.0,3105
10057,XYZ,EUR,2017-3-14 3:14:00.0,1745
10058,GBP,XYZ,2017-9-3 9:35:00.0,4184
10059,XYZ,EUR,2017-3-10 3:46:00.0,6281
10060,GBP,CAD,2017-5-11 5:51:00.0,2724
10061,JPY,XYZ,2017-8-15 8:31:00.0,4627
10062,CAD,JPY,2017-11-8 11:28:00.0,2351
10063,ABC,EUR,2017-2-18 2:2:00.0,3504
10064,ABC,XYZ,2017-6-23 6:51:00.0,5661
