100000,XYZ,ABC,2017-3-2 3:26:00.0,2941
100001,ABC,XYZ,2017-6-27 6:7:00.0,4037
100002,ABC,EUR,2017-6-2 6:38:00.0,4512
100003,GBP,EUR,2017-5-18 5:30:00.0,5003
100004,ABC,EUR,2017-6-18 6:6:00.0,2608
100005,EUR,ABC,2017-10-2 10:38:00.0,9720
100006,ABC,CAD,2017-6-15 6:31:00.0,2257
100007,USD,ABC,2017-0-18 0:38:00.0,6374
100008,GBP,CAD,2017-1-23 1:31:00.0,2580
100009,ABC,AUD,2017-10-25 10:5:00.0,6595
100010,USD,XYZ,2017-4-11 4:27:00.0,5583
100011,USD,CAD,2017-0-27 0:55:00.0,2355
100012,ABC,ABC,2017-6-22 6:30:00.0,10860
100013,CAD,CAD,2017-11-7 11:39:00.0,4958
100014,EUR,CAD,2017-2-7 2:7:00.0,1525
100015,USD,USD,2017-8-24 8:0:00.0,4088
100016,EUR,GBP,2017-2-21 2:45:00.0,10035
100017,EUR,GBP,2017-2-9 2:1:00.0,1523
100018,AUD,USD,2017-1-24 1:24:00.0,1165
100019,ABC,XYZ,2017-6-19 6:39:00.0,10365
100020,XYZ,GBP,2017-3-9 3:5:00.0,4496
100021,GBP,CAD,2017-5-7 5:55:00.0,5252
100022,EUR,GBP,2017-6-17 6:29:00.0,4059
100023,ABC,GBP,2017-6-21 6:49:00.0,5671
100024,EUR,JPY,2017-2-8 2:12:00.0,8958
100025,CAD,AUD,2017-11-5 11:21:00.0,10056
100026,XYZ,JPY,2017-7-0 7:0:00.0,6971
100027,USD,ABC,2017-8-26 8:14:00.0,4070
100028,ABC,USD,2017-6-16 6:40:00.0,7958
100029,XYZ,JPY,2017-11-20 11:56:00.0,6923
100030,ABC,AUD,2017-10-5 10:45:00.0,6171
100031,USD,JPY,2017-8-16 8:52:00.0,1012
100032,CAD,GBP,2017-7-17 7:21:00.0,8796
100033,CAD,JPY,2017-3-4 3:12:00.0,2087
100034,CAD,ABC,2017-3-6 3:38:00.0,1105
100035,GBP,ABC,2017-9-2 9:6:00.0,5519
100036,EUR,GBP,2017-2-25 2:13:00.0,8043
100037,USD,EUR,2017-8-10 8:10:00.0,9002
100038,CAD,AUD,2017-7-21 7:53:00.0,3880
100039,ABC,GBP,2017-2-9 2:29:00.0,7455
100040,GBP,EUR,2017-9-6 9:42:00.0,3947
100041,CAD,GBP,2017-11-21 11:57:00.0,5540
100042,CAD,ABC,2017-11-14 11:42:00.0,9985
100043,USD,XYZ,2017-0-3 0:23:00.0,9967
100044,JPY,CAD,2017-8-19 8:35:00.0,2367
100045,JPY,USD,2017-4-16 4:48:00.0,3796
100046,XYZ,CAD,2017-11-3 11:39:00.0,1090
100047,ABC,AUD,2017-6-25 6:57:00.0,2443
100048,GBP,GBP,2017-9-21 9:37:00.0,5082
100049,JPY,EUR,2017-0-2 0:18:00.0,1742
100050,ABC,GBP,2017-2-9 2:33:00.0,5039
100051,JPY,USD,2017-8-16 8:16:00.0,2516
100052,XYZ,GBP,2017-7-5 7:25:00.0,4552
100053,GBP,XYZ,2017-5-7 5:3:00.0,9880
100054,XYZ,EUR,2017-11-2 11:10:00.0,9305
100055,JPY,EUR,2017-4-14 4:54:00.0,3486
100056,CAD,XYZ,2017-7-7 7:27:00.0,5514
100057,AUD,CAD,2017-1-3 1:7:00.0,4696
100058,AUD,USD,2017-5-24 5:16:00.0,8621
100059,USD,EUR,2017-8-18 8:10:00.0,5130
100060,ABC,ABC,2017-6-14 6:22:00.0,1828
100061,CAD,GBP,2017-7-13 7:21:00.0,1172
